225,오늘 과고설명회갔다왔는데 현타왔어요ㅠㅠ 제갚가고싶은곳은 영어를 잘해야한대요ㅠㅠ 저는 영어바본데ㅠㅠ 희원님은 영어 어떻게 공부하시나요?,오늘 과고설명회갔다왔는데 현타왔어요제갚가고싶은곳은 영어를 잘해야한대요저는 영어바본데희원님은 영어 어떻게 공부하시나요?,"음 과고들어가면 영어 할 시간도 없고(짬짬이 내서 겨우겨우 하루 30분~1시간 하는중인...) 그래서 과고졸업할 때 쯤이면 대부분 고1때보다 영어실력이 줄거나 유지된데요ㅋㅋㅋ 또 카이스트에서 영어면접까지 도입했으니... 전 그땐 하루에 단어 10~15개 외우고, 영어원서 듣는거 5분쯤?(데스페로이야기)하고 문법이 부족해서 성문기본영어 조금 봤어요!"
226,"영어단어장 추천바랍니다.
고1인데 수준은 중등 정도네요","영어단어장 추천바랍니다.
고1인데 수준은 중등 정도네요","음 전 워드마스터로 했고, 하고있습니다! 단어 외울때 예문 많이보면서 공부하면 도움될거에요!! 어디에 쓰는지 알아야 하닌깐요...!"
227,"과고같은경우 면접을 보잖아요 3차 창의,인성면접에서는 주로 어떤것을 물어보나요?","과고같은경우 면접을 보잖아요 3차 창의,인성면접에서는 주로 어떤것을 물어보나요?","음 저희 면접은 인성은 안봤고, 문제지를 나눠주고 30분정도 수학, 과학 문제 주고(중등내용 + 창의. 고등학교 지식이 크게 필요하지는 않았아요! 물론 저희학교 기준...) 풀시간 준 후 면접실 돌아다니면서 면접관 앞에서 풀이했어요! 인성부분은 1차면담때했는데, 생기부내용 묻고 자소서 내용 묻는정도...?"
228,세과예영 2차에서 떨어진 중3입니다. 영재고 떨어지고 마음 어떻게 잡나요? 과고 준비해야되는데 쉽지가 않네요ㅠㅠ,세과예영 2차에서 떨어진 중3입니다. 영재고 떨어지고 마음 어떻게 잡나요? 과고 준비해야되는데 쉽지가 않네요ㅠㅠ,"엇 벌써 나왔나보군요. 음... 저도 떨어졌을때 며칠간은 공부를 거의 못했는데 영재고는 모든 애들이 질문자님처럼 열심히하는 친구들과 20:1정도의 경쟁을 뚫는, 그런싸움이에요! 영재고 준비한 것이 과고진학에, 과고 가서도 도움 많이되니 이런 긍정적인 점만 생각하셨으면 좋겠네요:)"
229,어떤 영재고 준비하셨었어요??,어떤 영재고 준비하셨었어요??,전 대구과고요!
230,소논문은 어떻게 쓰면되나요? 수학같은 경우에 혼자 쓸 수 있나요? 소논문 쓰고 특정한 사이트(Riss)같은데 등재가 되야 소논문을 썼다고 하는가요?,소논문은 어떻게 쓰면되나요? 수학같은 경우에 혼자 쓸 수 있나요? 소논문 쓰고 특정한 사이트(Riss)같은데 등재가 되야 소논문을 썼다고 하는가요?,"음 형식에 맞춰서 하면되는데... I.랑 1.이랑 가. 랑 1)이랑 가) 등등 이런거 잘맞추고 쓰면되요!

등재는 잘 모르겠네요. 제가 소논문을 쓰고 학교에 그냥 내서..."
231,올림피아드 쥰비하실건가요?,올림피아드 쥰비하실건가요?,음 내년에 KPhO 한번 해보려고요!
232,고등학교 수학 인강 들으셨던 것이 있다면 알려주세요!,고등학교 수학 인강 들으셨던 것이 있다면 알려주세요!,선행 첨할때 ebs 올림포스(?) 들었어요! 그거말고는 들어본적이 없는...
233,맞팔해료!,맞팔해료!,엇 누군지 모르겠지만... 맞팔 댓글에 맞팔하자 하면 해요!
234,저 과고가 너~~~~무 가고싶은 중3인데.... 지금 선행을 조금밖에 못했어요ㅠ 그것도 수학만 했는데 그래도 갈 수 있겠죠?,저 과고가 너무 가고싶은 중3인데지금 선행을 조금밖에 못했어요ㅠ 그것도 수학만 했는데 그래도 갈 수 있겠죠?,"네! 합격하는데에는 선행이 큰 도움이 되는건 아니에요. 선행안하고 들어온 친구들도 많이 봤고요!
대신 선행안한 상태에서 입학하게되면 엄청 힘들거에요. 좋은 성적도 현실상 받기 힘들고요...ㅠ 그러니 조금씩 하는것도...!"
235,평소에 내신공부는 어떻게하셨나요?,평소에 내신공부는 어떻게하셨나요?,하루에 1시간~1시간30분씩 모든과목을 골고루 했어요!
236,"제가 과학고 진학을 목표로 공부하고 있는 중1 학생입니다.
과학고에 들어가서 힘들거나 불편한점같은걸
알고싶습니다!","제가 과학고 진학을 목표로 공부하고 있는 중1 학생입니다.
과학고에 들어가서 힘들거나 불편한점같은걸
알고싶습니다!","음 솔직하게 말씀드리자면,
일단 진도가 빨라요. 한학기만에 수1, 수2, 물화생지1을 다 끝내닌깐요. (근데 2학기는 더 바쁘다던...) 공부해야할 양도 많은데 깊이도 일반고보다 좀 더 깊다보니 그부분이 힘들고, 대학을 가기 위한 공부를 하는것같은게 조금 아쉬워요. 친구들과 탐구하고, 즐기면서 공부하고싶은데 정작 시험같은걸 잘쳐야하닌까 그런게 좀 부족해지죠...
근데 좋은점이 더 많긴해요:)"
237,저에게 희망의 메시지를 주세요ㅠ(요즘에 공부가 잘안되서 힘들어요.. 희원님이시라면 좋은말씀 많이 해주실거같아서..ㅎ),저에게 희망의 메시지를 주세요ㅠ(요즘에 공부가 잘안되서 힘들어요희원님이시라면 좋은말씀 많이 해주실거같아서,엇 저도 요즘 잘 안돼요 ㅎ... 어떤 이유때문인진 모르겠지만 원래 공부라는게 계속 안풀리고 그러다가 계속 노력하다보면 갑자기 어느순간에 잘되는거잖아요! 그러니 힘들어도 조금만 더 힘을 내셔서 남은 기말기간 열심히해봐요!!
238,공부를 맘 잡고 하려는데 공스타를 하는 것이 도움이 되나요?,공부를 맘 잡고 하려는데 공스타를 하는 것이 도움이 되나요?,"공스타 도움이 될수도, 오히려 중독되면 안좋을 수도 있어요. 그래도 전 좋은점이 더 많았네요. 자극도 받을 수 있고, 나날이 발전해나가는 모습도 볼 수 있고, 혹은 예전에 열심히했던 저를 보며 다짐할수도있고요. 대신 인스타 하는 시간을 자기전에 올리는것과 아침에 일어나서 잠깐 보는걸로 정해서 하고있어요!"
239,저도 고1인데요ㅠ.ㅠ 제가 학원을 안다녀서 수학은 혼자 인강들으면서 공부중인데 이렇게 공부하면서 이과가면 폭망할까요.. 선행은 수2도 안했거든요. 진도에 맞춰서 예습 복습만 하는 정도? 한 학기 정도만 선행(예습?)하는거 괜찮나요... 조언좀 해주세요ㅠㅠ,저도 고1인데요제가 학원을 안다녀서 수학은 혼자 인강들으면서 공부중인데 이렇게 공부하면서 이과가면 폭망할까요선행은 수2도 안했거든요. 진도에 맞춰서 예습 복습만 하는 정도? 한 학기 정도만 선행(예습?)하는거 괜찮나요조언좀 해주세요ㅠㅠ,현재 수1을 그렇게해서 잘하고계시면 그냥 하던 그대로 하면 될거같아요! 네 이미 고등학교 들어왔으니 너무 무리한 선행은 힘들거에요...! 질문자님께서 말씀하셨듯이 1학기정도가 적당한거같아요
240,가장 자신있는 과탐은  뭔가요??,가장 자신있는 과탐은  뭔가요??,물리요!
241,"중1인데 수학선행어느정도가 적당할까요,,?? 아직 중2도 안들어갔는데 방학에 노력하면 괜찮겠죠ㅜㅜㅜㅠㅠㅠ?",중1인데 수학선행어느정도가 적당할까요아직 중2도 안들어갔는데 방학에 노력하면 괜찮겠죠,"음 전 말이죠 중1 2학기 시작할때쯤 중2꺼를 시작했어요! 그말은 중1 1학기땐 중1꺼를 하고 있었다는...(사실 그당시 선행은 필요없다고 생각했어서. 그러다가 뭔가 더 높은학년꺼가 재밌어보여서...!) 선행은 남들이 해서 하는게 아니라 재미있어보여서 해야 실력이 금방 늘거에요!
전 중1겨울방학~중3겨울방학 까지 수학 선행을 거의 매일 적어도 3시간(시험기간때도 진도 조금씩 나간...ㅎ) 방학땐 많으면 7,8시간도 해서 겨우겨우 중3끝날때 쯤 고3꺼(기벡) 개념 다봤어요!"
242,"생각보다 자세하게 설명해주셔서 놀랐어요 대박! 
한가지 더 궁금하게있어요 개념을 다 보셨다구 하셨는데 문제집은 한학기당 몇권씩 푸셨나요?? 그 시간동안 어떻게 공부하신건가요? 자꾸 귀찮게해드려서 죄송해요;-;",생각보다 자세하게 설명해주셔서 놀랐어요 대박한가지 더 궁금하게있어요 개념을 다 보셨다구 하셨는데 문제집은 한학기당 몇권씩 푸셨나요그 시간동안 어떻게 공부하신건가요? 자꾸 귀찮게해드려서 죄송해요,"헛ㅎ 흠... 제가 고등수학 선행한 2년동안 푼 문제집이
수1,수2 개념원리, 라이트쎈, 쎈, RPM, 일품, 실력정석, 블랙라벨
미적1, 확통 바이블, 라이트쎈, 쎈, 실력정석
미적2 바이블, 라이트쎈, 쎈
기벡 기본정석, 라이트쎈
으로 총 27권...이닌까 4로나누면... 7권정도? 되네요 ㅎ
고등학교 커리큘럼은 아래에 질문 30개정도만 내려가시면 있고(아직은 필요없으시겠지만 독학으로 할거면 나중에 참고하세요ㅎ). 학교에서 아침시간, 쉬는시간, 점심시간, 자습 주면 저런거 풀었어요!(그렇게만 해도 3시간되는...!)
중등수학 선행은 그냥 1학년 2학기 한학기동안 개념원리와 RPM 풀었는데 1-2,2-2,3-2껀 대충대충 하고 학교 수업시간에 열심히하고(어차피 고등학교 수학에 거의 쓸대없음&1학기꺼와 연관 거의 없음), 2-1,3-1꺼만 조금 꼼꼼히 보고 끝냈어요! 전혀 귀찮지 않습니다ㅎㅎ 궁금한거 있으면 또 질문 해줘요!~"
243,물리12할때 미적분이나 다른 수학선행이 필요하나요?? 그리고 혹시 실례되는 질문인것같기도한데 희원님은 스스로 똑똑하다구 생각하시나여?,물리12할때 미적분이나 다른 수학선행이 필요하나요그리고 혹시 실례되는 질문인것같기도한데 희원님은 스스로 똑똑하다구 생각하시나여?,"물리2할때 미적분 알면 도움 많이돼요! 특히 전자기, 파동, 양자할때요...! 삼각함수, 미적분의 정의와 간단한 연산들, 편미분정의 정도 알면될거에요. 참고로 편미분은 대학미적분학인데 블로그같은거 보면돼요!
전 저 스스로 똑똑하다고 생각한적이 없어요 ㅎ... 저보다 똑똑한 친구들이 널렸는데요 뭘"
244,희원님 중3인데요 과고! 사회특별전형으로 지원할거라 될 것 같은데 가서 잘은 못할것 같은데 그냥 일반고가 날까요?ㅠㅠ,희원님 중3인데요 과고! 사회특별전형으로 지원할거라 될 것 같은데 가서 잘은 못할것 같은데 그냥 일반고가 날까요,"과고오면요 막 모두가 고등학교 선행 다해오고 그런줄 아실 수 있는데 실제론 선행 하나도 안하고 온 친구들도 많아요. 그러니 일단 선행 차근차근 하시고 오면 충분히 잘 할 수 있고요, 물론 오지말껄...하는 생각 한두번은 다 드는데, 가만보면 과고는 일반고에 비해 좋은점이 훨씬 많아요. 일반고에 간 제 친구들도 제가 이곳 생활 알려주닌까 과고 한번 내볼껄 이라는 후회하기도 하고요."
245,과고가려고하는데 이제 슬슬 원서를 써야 할 때잖아요.... 원서쓸때쯤 조언받고싶은데 가능한가요?,과고가려고하는데 이제 슬슬 원서를 써야 할 때잖아요원서쓸때쯤 조언받고싶은데 가능한가요?,네!! 가능해요!!
246,과고에서도 연애하나요 ㅎㅎㅎㅎ??,과고에서도 연애하나요,ㅋㅋㅋ 네 많이해요
247,과고 입시 준비하는 중3인데요 제가 수학에 비해서 과학을 좀 못해서 그런데 과학면접 많이 어렵나요..?그리고 과학 중학교과정거를 많이 까먹었는데 중학교과정을 방학때 다시 보는게 나을까요??,과고 입시 준비하는 중3인데요 제가 수학에 비해서 과학을 좀 못해서 그런데 과학면접 많이 어렵나요그리고 과학 중학교과정거를 많이 까먹었는데 중학교과정을 방학때 다시 보는게 나을까요??,음 저희같은 경우엔 과학이 중학교 수준으로만 나왔어요! 기본개념 충실히 보고 심화 조금만 하면 풀수있을정도...? 였어요. 저같은 경우엔 렌즈부분 제대로 복습안해서 그때 틀렸는 ㅠ
248,교복입으시나여? 두발 자유라고 들은 적 있었던 것 같은데 진짜에여?,교복입으시나여? 두발 자유라고 들은 적 있었던 것 같은데 진짜에여?,"저희는 교복없고 그냥 사복입어요! 전 교복이 옷 고를필요도 없고 더좋은데...
두발 길이나 그런건 자윤데 파마나 염색 이런거는 하면 머라고 하실걸요...?"
249,과고도 모의고사나 중간기말 시험 보나요??,과고도 모의고사나 중간기말 시험 보나요??,모의고사는 2학년은 보던데 저희는 아직까진 안봤어요.
250,"희원님 제가 중1인데...제가 정말정말 과고에 가고싶은데..
지금부터라도 열심히 준비하면 갈 수 있을까요??",희원님 제가 중1인데제가 정말정말 과고에 가고싶은데지금부터라도 열심히 준비하면 갈 수 있을까요??,네 중1이면 충분히 가능해요!! 저도 준비 질문자님 시기부터 시작한...!
251,"과고 3학기 점수낼때 1ㅡ1 20프로,1ㅡ2 30프로
3ㅡ1학기 50프로로 계산하나요?","과고 3학기 점수낼때 1ㅡ1 20프로,1ㅡ2 30프로
3ㅡ1학기 50프로로 계산하나요?",음 그 부분은 잘 모르겠네요 ㅠ
252,공스타 매일매일 잘 보고 있어요 좋은 하루 보내세요ㅎ,공스타 매일매일 잘 보고 있어요 좋은 하루 보내세요ㅎ,감사합니다!!! :)
253,희원님 너무 좋아여 ㅠㅠㅠ 진짜 계속계속 인스타 해주세여ㅠㅠㅠ 공부열심히해서 만나러갈게여 ㅠㅠㅠ,희원님 너무 좋아여진짜 계속계속 인스타 해주세여공부열심히해서 만나러갈게여,헛헛 감사합니다ㅠㅠㅠ 공스타 평생할게요!! 꼭 만나러 오시길!ㅎ
254,과고1학년때 물화생지 원투 다 배우나요??그렇다면 2학년때는 뭐배워요??,과고1학년때 물화생지 원투 다 배우나요??그렇다면 2학년때는 뭐배워요??,"음 네! 1학기때 원 다배우고 2학기땐 과목명은 실험물리, 실험화학... 인데 이론내용은 대부분 투에요.
2학년땐 투과목과 대학1학년꺼 사이 수준을 배운데요!"
255,안녕하세요.. 중2입니다 1학기 최종영어 점수가 가장낮은 최저 등급을 받았어요 다음 시험과 내년 시험을 올 1등급 받으면 외 고 갈수있을까요?,안녕하세요중2입니다 1학기 최종영어 점수가 가장낮은 최저 등급을 받았어요 다음 시험과 내년 시험을 올 1등급 받으면 외 고 갈수있을까요?,"음 2학년1학기 성적이 들어간다고 들었어요...
A인가 1등급, 2등급 수준이 한학기라도 없으면 힘들다던데... 외고 홈페이지에서 지원자격을 한번 확인해보세요"
256,다렉되나요? 문제집하고 자소섶여쭈어볼게있는데..... 언제 가능하신가요?,다렉되나요? 문제집하고 자소섶여쭈어볼게있는데언제 가능하신가요?,엇 언제든 다렉 주시면 시간날 때 답변해드릴 수 있어요!
257,하이탑 어려워요? 과고준비생인데 물리1을 하려고 하는데 꽤 어렵다는데 희원님은 어떠셨는지..... 오늘 물리 서술형답안지보았는데 솔직히 저 그거 수학문제인줄알았습니다ㅠㅠㅠㅠ ,하이탑 어려워요? 과고준비생인데 물리1을 하려고 하는데 꽤 어렵다는데 희원님은 어떠셨는지오늘 물리 서술형답안지보았는데 솔직히 저 그거 수학문제인줄알았습니다,"음 하이탑 물1 전 많이 어렵진 않았어요! 물2는 어려운게 맞는 것 같은데...
근데 물1 자체가 어려워서 첨하면 뭘로 하든 어려워요ㅎ... 그러니 그거 끝까지 견디시고 하면 잘할 수 있을거에요. 헛 역학이 대부분 수학으로 기술을 하다보니..."
258,좋아하는 아이돌있나요? 과고생들도 다 덕질같은거하죠?,좋아하는 아이돌있나요? 과고생들도 다 덕질같은거하죠?,음 전 없어요! 아이돌같은데엔 관심을 둬본 적이 없는... 과고생들 한다면 할 수 있겠죠...? 전 모르겠네요.ㅎ
259,영어공부는 어떻게하고계신가요? 저는 카이스트가 목표인데 카이스트는 올해부터 영어면접이라니ㅜㅜㅜㅜㅜㅜㅜ 망했어요ㅠ 과고가고싶은데ㅠㅠㅠ영어를 그냥 보통이예요ㅠㅠㅠ 어떻게공부하세요?,영어공부는 어떻게하고계신가요? 저는 카이스트가 목표인데 카이스트는 올해부터 영어면접이라니망했어요ㅠ 과고가고싶은데영어를 그냥 보통이예요어떻게공부하세요?,"전 요즘은 할 시간이 없어서 못하고있어요 ㅠㅠ 이제 조금씩 해야하는데... 방학동안에는 하루에 15단어 외우고, 하루 5분씩 책에 딸려나오는 오디오 듣고 그랬어요! 근데 카이스트 영어면접은 아직은 그렇게 비중이 높진 않다고 들었어요!"
260,이제부터 과고도 수능을쳐야한다네요.(근데 과고에서 공부를 아주 잘하면 제외된다고........) 과고에서 따로 수능공부같은거 시키나요?,이제부터 과고도 수능을쳐야한다네요.(근데 과고에서 공부를 아주 잘하면 제외된다고과고에서 따로 수능공부같은거 시키나요?,음... 저희도 수능쳐야한다는 말은 첨 들어보는데요... 수능공부는 하는친구 아직은 못봤어요!
261,"희원님!!♡ 저는 과고 가려고 준비하는 중3학생인데여!! 과고 수학 대비하려면 지중상 지중하(kmo문제집) 풀어야 한다고 그러던데 혹시 주변에 푸시는 분 계신가여? 푸는게 좋을지 아니면 차라리 선행을 빨리 해야할지 모르겠어여 ㅠㅠ 저는 늦게 준비해서 아직 수1합니다,,!",희원님저는 과고 가려고 준비하는 중3학생인데여과고 수학 대비하려면 지중상 지중하(kmo문제집) 풀어야 한다고 그러던데 혹시 주변에 푸시는 분 계신가여? 푸는게 좋을지 아니면 차라리 선행을 빨리 해야할지 모르겠어여저는 늦게 준비해서 아직 수1합니다,음 지중상 지중하는 수학적인 사고력을 키우는데 도움 많이 된 것 같아요! 저도 풀었는데 면접때는 잘은 못 느꼈지만 들어와서 수학하는데는 훨씬 수월해지더군요! 음 일단 수2까진 다 하고 그담에 미적분이랑 같이 병행하거나 하시는게...! 물론 지금 같이 조금씩 병행하는것도! 한번 풀면 도움은 될꺼에요!
262,지금 현재 수1을 나가고있는데 거의 끝나가는 중입니다.제가 과고가 목표여서 이번방학때 복습을 하려고 하는데 수1문제집 추천해주세요!,지금 현재 수1을 나가고있는데 거의 끝나가는 중입니다.제가 과고가 목표여서 이번방학때 복습을 하려고 하는데 수1문제집 추천해주세요!,"쎈 정도 수준을 어느정도 하셨다면 일품정도가 좋아요! 혹은 쎈 수준이 조금 안되면 쎈 하셔도!
일품 다끝나면 블랙라벨이나 실력정석 아무거나 보시면 될거에요."
263,라이트 쎈 많이어렵나요? 개념서랑 계산문제집을 현재 풀고있고있긴하다만.....,라이트 쎈 많이어렵나요? 개념서랑 계산문제집을 현재 풀고있고있긴하다만,음 라이트쎈이 아마 현존하는 문제집중 가장 쉬운 문제집...중 하나일거에요!
264,"희원님 희원님♡! 저는 과고 희망하는 중3인데요! 제가 많이 의지 부족이긴 하지만 희원님 보면서 과고 가야겠다는 생각하고있어요!!! 저는 다행히 반에 수학 과학에 관심을 둔 친구가 있어서 맨날 붙어다니면서 이야기를 나누곤 하지만 과고에 가면 저게 일상이 될 생각에(으잉 꿈이 아니겠죠..?) 과고 빨리 들어 가고 싶어용 ㅋㅋㅋㅋㅋㅋ 희원님 힘내세요!!! 요즘 과학동아리 발표때문에 왜인지.. 상대성이론을 공부하고 있어서 자괴감이 들어 희원님 에스크를 봤는데 그 \""저 공식울 만든 것도 사람이다\"" 라는 말이 너무 퐉 꽃혀서 아인슈타인도... 결국 사람이니까!ㅋㅋㅋㅋㅋㅋㅋㅋ 열심히 해볼께요 화이팅 붙으면 에스크 많이 쓸게영 ㅋㅋ!!♡ 사실 지금 졸려서 뭔말은 한 건지 잘 모르겠지만 힘내세용! 저는 오늘 방학식날 이지만 보고서 때문에 낼 8시30분에 학교가용 ㅠㅠ 보고서 잘되도 인스타 놀러올게용 ㅋㅋㅋㅋ 말이 많았던 것 같은데 이만 뿅 할게요 뿅!",희원님 희원님저는 과고 희망하는 중3인데요! 제가 많이 의지 부족이긴 하지만 희원님 보면서 과고 가야겠다는 생각하고있어요저는 다행히 반에 수학 과학에 관심을 둔 친구가 있어서 맨날 붙어다니면서 이야기를 나누곤 하지만 과고에 가면 저게 일상이 될 생각에(으잉 꿈이 아니겠죠과고 빨리 들어 가고 싶어용희원님 힘내세요요즘 과학동아리 발표때문에 왜인지상대성이론을 공부하고 있어서 자괴감이 들어 희원님 에스크를 봤는데 그저 공식울 만든 것도 사람이다라는 말이 너무 퐉 꽃혀서 아인슈타인도결국 사람이니까열심히 해볼께요 화이팅 붙으면 에스크 많이 쓸게영사실 지금 졸려서 뭔말은 한 건지 잘 모르겠지만 힘내세용! 저는 오늘 방학식날 이지만 보고서 때문에 낼 8시30분에 학교가용보고서 잘되도 인스타 놀러올게용말이 많았던 것 같은데 이만 뿅 할게요 뿅!,(반말써도 되겠지...?) 오오오 그런친구 있는거 엄청 좋겠다...!!! 과고 꼭 붙길바라! 동아리가 대단하네... 벌써 상대성이론이라니 ㄷㄷㄷ... 나도 첨에 상대성이론 기초조차도 이해가 하나도 안가서 빛의물리학만 5~6번 봤어ㅋㅋㅋ 처음 한발짝이 어려운거닌까 그담부턴 진행이 빠를거야! 상대성이론 자체가 사고의 틀을 깨는거다보니 한번 깨는게 힘든거지 그담부턴 뭐...(그렇다고 들었어 난 아직 이까지 완벽하게 간건 아니라서ㅋㅋㅋ) 와 방학해도 학교가고 힘들겠다... 힘내고 꼭 과고 붙길!!!
265,과고 성적표도 등급 같은 거 다 찍혀 나오나요? 일반고 성적표랑 다른 게 있을지 궁금해요!,과고 성적표도 등급 같은 거 다 찍혀 나오나요? 일반고 성적표랑 다른 게 있을지 궁금해요!,"아마도요...? 아직 성적표를 안받아서...
저희도 등급을 알아야하지 않을까요...???"
266,방학때 과고는 집에오는검가요? 아니면 학교에서살아요?,방학때 과고는 집에오는검가요? 아니면 학교에서살아요?,학교마다 다른데 저흰 집에가요! 대충 두주 정도 집에있다가 학교를 가요!
267,"지음수학원에서 나온 자유자재 일반수학A B아시나요?
B답지를 구해야되는데 구하기가 힘드네요","지음수학원에서 나온 자유자재 일반수학A B아시나요?
B답지를 구해야되는데 구하기가 힘드네요",음 첨들어보는 문제집(?) 이네요 ㅠㅠㅠ 죄송해요
268,흠흠......친해지고 싶은데 어떻게 하면좋죠? 그냥 막 드립도 주고받는 그런사이가 되었으면좋겠는데....흠흠,흠흠친해지고 싶은데 어떻게 하면좋죠? 그냥 막 드립도 주고받는 그런사이가 되었으면좋겠는데흠흠,엇 저요...? 전 친해도 드립은 안쳐요ㅎ (어휘가 딸려서 못치는거일수도...) 누군지 모르겠어서... 그냥 dm으로 다가오세요!!(반말로 와도 괜찮아요ㅎ) 친해지는건 언제든 환영입니다!~
269,영어 공부는 어떻게 하셨나요? 쓰신 문제집 알려주세요~,영어 공부는 어떻게 하셨나요? 쓰신 문제집 알려주세요~,"음 중학교땐 내신콘서트랑 평가문제집 풀었어요!
단어외울때 영영풀이같은거 자주보고 예문 자주읽고 문법같은건 따로 안해서 지금 고생중이죠ㅎ... 특별히 내신공부할때 문제집푸는거 말곤 따로 준비하진 않았어요
고등학교 올라와선 쌤이 교과서 지문을 안보고 따로 지문을 준비해오셔서 계속 읽고 문법요소 몇개 중요하다 한것만 파악하고 있고요!"
270,저랑 꿈이 되게 비슷하신데! 입자물이학 하시면 이론쪽으로 가실건가요 아니면 실험쪽으로 가실건가요?,저랑 꿈이 되게 비슷하신데! 입자물이학 하시면 이론쪽으로 가실건가요 아니면 실험쪽으로 가실건가요?,전 이론쪽이요!
271,이론물리와 실험물리의 차이가 뭔가요?,이론물리와 실험물리의 차이가 뭔가요?,음 가장 큰 차이는 물리를 할 때 이론적으로 다루냐 실험적으로 다루냐겠죠?
272,안녕하세요 .!! 중2 다른지역 과고 준비하는 여학생입니다 .! 제가 올해부터 조금 준비해서 아직 너무 부족한게 많은데요 ! 혹시 실례가 안된다면 ㅠㅠ 교내수상말고 다른 올림피아드나 영재원에 들어가셨는지 궁금해요 .! 그리고 가끔씩 B 한게 있어도 들어갈 수도 있다고 하는데 .. all A 로 지원하셨는지도 궁금합니다 ..! 너무 개인적인 질문이면 답변 안해주셔두 되요 !! 질문이 많이 길어요 초면에 이렇게 많이 물어봐서 죄송해용 ㅠㅠ,안녕하세요중2 다른지역 과고 준비하는 여학생입니다제가 올해부터 조금 준비해서 아직 너무 부족한게 많은데요혹시 실례가 안된다면교내수상말고 다른 올림피아드나 영재원에 들어가셨는지 궁금해요그리고 가끔씩 B 한게 있어도 들어갈 수도 있다고 하는데all A 로 지원하셨는지도 궁금합니다너무 개인적인 질문이면 답변 안해주셔두 되요질문이 많이 길어요 초면에 이렇게 많이 물어봐서 죄송해용,"헛 괜찮아요ㅎㅎ
우선 전 올림피아드 한번도 안나가봤고 영재원 안다녔어요! 대신 수학올림피아드 공부 조금했고, 음 물리올림피아드 고등부 하면 바로시험치는게 아니라 통신교육듣고 시험치는데 전 통신교육듣고 때려치웠고요! 고로 아무런 교외실적이 없답니다ㅎ...
전 올A였어요!
어떤질문이든 괜찮아요:)
궁금하신거 있으시면 언제든 물어봐요!!"
273,"희원님은 원래 꾸준히 공부하셨나요?? 요즘 대회때문에 공부는 거의 못하고 있기는 한데 습관이 안들어서 그런가 효율도 안좋고 자꾸 안하려고 하더라구요 ㅠㅠ 목표도 분명한데 의지부족인것 같아요 ㅠㅠ  조언좀 해주세용,,:)",희원님은 원래 꾸준히 공부하셨나요요즘 대회때문에 공부는 거의 못하고 있기는 한데 습관이 안들어서 그런가 효율도 안좋고 자꾸 안하려고 하더라구요목표도 분명한데 의지부족인것 같아요조언좀 해주세용,네! 저도 사람인지라 매일매일은 아니지만 보통은 꾸준히 공부했어요!! 그쵸 저도 하기전엔 정말 하고싶은데 막상 하려고하면 하기싫어지더라고요...ㅠㅠㅠ 전 그럴때 다시 공부계획 다시 세워보면서 마음 다잡거나 그냥 확 놀아버리거나...ㅎ
274,지금 중2인데 중3 여름방학 전까지 수학 중 1꺼 부터 중 3꺼 까지 다 끝 낼 수 있을까요 ㅠㅠㅠㅠ,지금 중2인데 중3 여름방학 전까지 수학 중 1꺼 부터 중 3꺼 까지 다 끝 낼 수 있을까요,음 전 중1 2학기 한학기동안 중1~중3 수학 다 끝냈어요! 충분히 가능합니다. 대신 꾸준히 하루 1~2시간은 하신다는 조건하에요. 심화문제집도 한다면 시간이 더 필요할거에요.
275,"조기졸업20프로 대상이 되어 상급학교진학을
못하면 조기졸업 취소할수있나요?","조기졸업20프로 대상이 되어 상급학교진학을
못하면 조기졸업 취소할수있나요?",음 아마도요...? 전 입시에는 원래 그닥 관심이 없어서 잘 모르겠어요 ㅠㅠㅠ(과고생중에 모르는사람 저뿐일듯 하아...)
276,동갑인데 너무 멋진거 같아요 진짜 친해지고 싶어요 비록 멀리살지만,동갑인데 너무 멋진거 같아요 진짜 친해지고 싶어요 비록 멀리살지만,헛 네!!! 친해져요!! :) 누군지 모르겠어서 먼저 다가와줘요ㅎ
